siteId,date,phMean,phMax,phMin,phSd,phCnt,caMean,caMax,caMin,caSd,caCnt,tempMean,tempMax,tempMin,tempSd,tempCnt,uniqueSiteDates
1119USBR_WQX-JAC101,2014-07-31,7.025,7.45,6.6,0.601040764009,2.0,12.8,12.8,12.8,,1.0,15.9,15.9,15.9,,1.0,2014-07-31_break_1119USBR_WQX-JAC101
11NPSWRD_WQX-GRTE_SNR02,2016-04-12,8.36,8.36,8.36,,1.0,16.4033333333,26.2,0.21,14.1265011002,3.0,7.29,7.29,7.29,,1.0,2016-04-12_break_11NPSWRD_WQX-GRTE_SNR02
11NPSWRD_WQX-GRTE_SNR01,2016-07-13,8.11,8.11,8.11,,1.0,21.5,22.0,21.0,0.707106781187,2.0,14.11,14.11,14.11,,1.0,2016-07-13_break_11NPSWRD_WQX-GRTE_SNR01
1119USBR_WQX-JAC101,2016-07-26,7.445,8.19,6.7,1.05358910397,2.0,14.6,14.6,14.6,,1.0,18.3,18.3,18.3,,1.0,2016-07-26_break_1119USBR_WQX-JAC101
11NPSWRD_WQX-GRTE_SNR01,2016-08-02,8.15,8.15,8.15,,1.0,24.25,25.0,24.0,0.5,4.0,15.09,15.09,15.09,,1.0,2016-08-02_break_11NPSWRD_WQX-GRTE_SNR01
11NPSWRD_WQX-GRTE_SNR02,2014-09-23,8.5,8.5,8.5,,1.0,15.4,15.8,15.0,0.565685424949,2.0,15.7,15.7,15.7,,1.0,2014-09-23_break_11NPSWRD_WQX-GRTE_SNR02
11NPSWRD_WQX-GRTE_SNR01,2016-04-12,7.98,7.98,7.98,,1.0,16.65,18.9,14.4,3.18198051534,2.0,3.092,3.092,3.092,,1.0,2016-04-12_break_11NPSWRD_WQX-GRTE_SNR01
11NPSWRD_WQX-GRTE_SNR02,2016-09-07,8.04,8.04,8.04,,1.0,18.5,19.0,18.0,0.707106781187,2.0,12.937,12.937,12.937,,1.0,2016-09-07_break_11NPSWRD_WQX-GRTE_SNR02
11NPSWRD_WQX-GRTE_SNR02,2016-11-15,8.81,8.81,8.81,,1.0,25.5,26.0,25.0,0.57735026919,4.0,7.097,7.097,7.097,,1.0,2016-11-15_break_11NPSWRD_WQX-GRTE_SNR02
11NPSWRD_WQX-GRTE_SNR02,2016-07-13,8.42,8.42,8.42,,1.0,18.5,19.0,18.0,0.707106781187,2.0,17.167,17.167,17.167,,1.0,2016-07-13_break_11NPSWRD_WQX-GRTE_SNR02
11NPSWRD_WQX-GRTE_SNR01,2016-06-08,7.76,7.76,7.76,,1.0,12.0,12.0,12.0,0.0,2.0,10.307,10.307,10.307,,1.0,2016-06-08_break_11NPSWRD_WQX-GRTE_SNR01
11NPSWRD_WQX-GRTE_SNR01,2016-11-15,8.12,8.12,8.12,,1.0,18.0,18.0,18.0,0.0,2.0,6.822,6.822,6.822,,1.0,2016-11-15_break_11NPSWRD_WQX-GRTE_SNR01
WYDEQ_WATERSHED-MRW0164,2012-10-09,8.43,8.43,8.43,,1.0,,,,,,3.2,3.2,3.2,,1.0,2012-10-09_break_WYDEQ_WATERSHED-MRW0164
WYDEQ_WATERSHED-MRW0162,2012-10-09,8.54,8.54,8.54,,1.0,,,,,,8.88,8.88,8.88,,1.0,2012-10-09_break_WYDEQ_WATERSHED-MRW0162
1119USBR_WQX-PAL006,2017-08-09,7.8025,8.6,7.23,0.436383160947,20.0,35.3,36.1,34.5,1.1313708499,2.0,15.7722222222,19.7,11.0,2.89782992956,18.0,2017-08-09_break_1119USBR_WQX-PAL006
11NPSWRD_WQX-GRTE_SNR02,2016-06-08,8.04,8.04,8.04,,1.0,15.5,16.0,15.0,0.707106781187,2.0,13.271,13.271,13.271,,1.0,2016-06-08_break_11NPSWRD_WQX-GRTE_SNR02
11NPSWRD_WQX-GRTE_SNR02,2016-05-11,8.12,8.12,8.12,,1.0,22.5,23.0,22.0,0.707106781187,2.0,6.837,6.837,6.837,,1.0,2016-05-11_break_11NPSWRD_WQX-GRTE_SNR02
1119USBR_WQX-JAC001,2017-08-10,7.63533333333,8.14,7.22,0.283469995053,15.0,14.55,15.2,13.9,0.919238815543,2.0,10.8153846154,19.3,6.0,5.15361461401,13.0,2017-08-10_break_1119USBR_WQX-JAC001
1119USBR_WQX-PAL007,2017-08-09,8.03285714286,8.5,7.83,0.239693027126,14.0,38.65,41.9,35.4,4.59619407771,2.0,16.675,19.6,15.0,1.5178483575,12.0,2017-08-09_break_1119USBR_WQX-PAL007
1119USBR_WQX-JAC101,2017-08-10,7.725,7.8,7.65,0.106066017178,2.0,14.2,14.2,14.2,,1.0,15.4,15.4,15.4,,1.0,2017-08-10_break_1119USBR_WQX-JAC101
1119USBR_WQX-PAL008,2017-08-09,8.04307692308,8.4,7.66,0.299036915653,13.0,36.15,36.2,36.1,0.0707106781187,2.0,17.7181818182,19.4,15.6,1.76681531679,11.0,2017-08-09_break_1119USBR_WQX-PAL008
1119USBR_WQX-JAC001,2017-07-11,7.78666666667,8.34,7.44,0.265724526172,15.0,15.2,15.7,14.7,0.707106781187,2.0,9.04615384615,19.0,5.9,4.46180370564,13.0,2017-07-11_break_1119USBR_WQX-JAC001
1119USBR_WQX-JAC001,2017-06-21,7.84333333333,8.07,7.37,0.209886590692,15.0,14.25,14.6,13.9,0.494974746831,2.0,8.94615384615,13.4,5.4,2.71864408134,13.0,2017-06-21_break_1119USBR_WQX-JAC001
1119USBR_WQX-PAL005,2017-08-09,7.93833333333,8.4,7.58,0.291754328563,18.0,34.85,35.6,34.1,1.06066017178,2.0,16.325,19.5,11.6,2.68290886912,16.0,2017-08-09_break_1119USBR_WQX-PAL005
1119USBR_WQX-PAL008,2017-05-31,8.197,8.5,8.0,0.1666733332,20.0,39.55,40.1,39.0,0.777817459305,2.0,9.87222222222,13.8,7.1,2.51975852147,18.0,2017-05-31_break_1119USBR_WQX-PAL008
11NPSWRD_WQX-GRTE_SNR02,2014-07-29,,,,,,13.8,14.5,13.1,0.989949493661,2.0,14.3,14.3,14.3,,1.0,2014-07-29_break_11NPSWRD_WQX-GRTE_SNR02
11NPSWRD_WQX-GRTE_SNR02,2014-08-13,,,,,,13.975,14.2,13.7,0.262995563968,4.0,19.2,19.2,19.2,,1.0,2014-08-13_break_11NPSWRD_WQX-GRTE_SNR02
1119USBR_WQX-JAC001,2018-06-19,7.50357142857,7.95,6.7,0.359649554703,14.0,14.15,14.6,13.7,0.636396103068,2.0,7.68333333333,12.9,5.2,2.85779105201,12.0,2018-06-19_break_1119USBR_WQX-JAC001
1119USBR_WQX-PAL008,2018-06-19,7.95857142857,8.27,7.4,0.240526208848,21.0,36.45,38.3,34.6,2.61629509039,2.0,12.0263157895,14.9,8.4,2.41680277899,19.0,2018-06-19_break_1119USBR_WQX-PAL008
1119USBR_WQX-PAL008,2018-08-14,7.987,8.48,7.1,0.389467923144,20.0,21.525,36.3,6.6,15.1381141494,4.0,16.2111111111,19.7,10.3,3.3420474332,18.0,2018-08-14_break_1119USBR_WQX-PAL008
1119USBR_WQX-PAL010,2018-05-30,7.9,7.9,7.9,,1.0,38.2,38.2,38.2,,1.0,,,,,,2018-05-30_break_1119USBR_WQX-PAL010
1119USBR_WQX-JAC001,2018-07-17,7.38933333333,7.94,6.72,0.428760117193,15.0,14.55,15.1,14.0,0.777817459305,2.0,10.6461538462,20.7,1.6,6.62754547132,13.0,2018-07-17_break_1119USBR_WQX-JAC001
1119USBR_WQX-JAC101,2018-07-17,7.22,7.64,6.8,0.593969696197,2.0,15.0,15.0,15.0,,1.0,16.9,16.9,16.9,,1.0,2018-07-17_break_1119USBR_WQX-JAC101
1119USBR_WQX-JAC001,2018-08-14,7.354,7.99,6.7,0.474684857864,15.0,14.15,15.2,13.3,0.903696114115,4.0,17.9769230769,91.0,5.3,22.7770408469,13.0,2018-08-14_break_1119USBR_WQX-JAC001
1119USBR_WQX-PAL010,2018-07-24,8.1,8.1,8.1,,1.0,34.7,34.7,34.7,,1.0,,,,,,2018-07-24_break_1119USBR_WQX-PAL010
1119USBR_WQX-PAL010,2018-06-19,7.6,7.6,7.6,,1.0,34.3,34.3,34.3,,1.0,,,,,,2018-06-19_break_1119USBR_WQX-PAL010
1119USBR_WQX-PAL010,2018-08-14,8.2,8.2,8.2,,1.0,20.45,34.1,6.8,19.3040151264,2.0,,,,,,2018-08-14_break_1119USBR_WQX-PAL010
1119USBR_WQX-JAC101,2018-06-19,7.145,7.59,6.7,0.629325035256,2.0,14.9,14.9,14.9,,1.0,11.0,11.0,11.0,,1.0,2018-06-19_break_1119USBR_WQX-JAC101
USGS-13025500,2013-08-06,8.45,8.5,8.4,0.0707106781187,2.0,52.6,52.6,52.6,,1.0,13.5,13.5,13.5,,1.0,2013-08-06_break_USGS-13025500
USGS-13025500,2013-05-29,8.1,8.4,7.8,0.424264068712,2.0,62.0,62.0,62.0,,1.0,10.7,10.7,10.7,,1.0,2013-05-29_break_USGS-13025500
USGS-13025500,2013-12-17,8.15,8.3,8.0,0.212132034356,2.0,66.9,66.9,66.9,,1.0,0.2,0.2,0.2,,1.0,2013-12-17_break_USGS-13025500
USGS-13025500,2013-01-16,7.8,8.0,7.6,0.282842712475,2.0,64.3,64.3,64.3,,1.0,0.2,0.2,0.2,,1.0,2013-01-16_break_USGS-13025500
1119USBR_WQX-PAL101,2017-08-09,8.065,8.3,7.83,0.332340187158,2.0,34.5,34.5,34.5,,1.0,13.9,13.9,13.9,,1.0,2017-08-09_break_1119USBR_WQX-PAL101
USGS-13025500,2014-03-18,7.85,8.4,7.3,0.777817459305,2.0,67.4,67.4,67.4,,1.0,4.8,4.8,4.8,,1.0,2014-03-18_break_USGS-13025500
USGS-13025500,2014-08-11,8.6,8.7,8.5,0.141421356237,2.0,47.8,47.8,47.8,,1.0,21.2,21.2,21.2,,1.0,2014-08-11_break_USGS-13025500
USGS-13025500,2014-06-25,8.6,8.6,8.6,0.0,2.0,59.4,59.4,59.4,,1.0,19.0,19.0,19.0,,1.0,2014-06-25_break_USGS-13025500
USGS-13025500,2014-11-03,8.4,8.4,8.4,0.0,2.0,62.8,62.8,62.8,,1.0,5.4,5.4,5.4,,1.0,2014-11-03_break_USGS-13025500
USGS-13025500,2015-02-04,8.25,8.3,8.2,0.0707106781187,2.0,62.2,62.2,62.2,,1.0,3.8,3.8,3.8,,1.0,2015-02-04_break_USGS-13025500
USGS-13025500,2015-12-21,8.25,8.3,8.2,0.0707106781187,2.0,60.6,60.6,60.6,,1.0,1.4,1.4,1.4,,1.0,2015-12-21_break_USGS-13025500
USGS-13018350,2015-05-11,8.5,8.5,8.5,,1.0,,,,,,11.4,11.4,11.4,,1.0,2015-05-11_break_USGS-13018350
USGS-13025500,2015-06-03,8.6,8.7,8.5,0.141421356237,2.0,68.9,68.9,68.9,,1.0,14.2,14.2,14.2,,1.0,2015-06-03_break_USGS-13025500
USGS-13025500,2015-08-13,8.5,8.7,8.3,0.282842712475,2.0,58.6,58.6,58.6,,1.0,17.8,17.8,17.8,,1.0,2015-08-13_break_USGS-13025500
USGS-13025500,2016-06-23,8.45,8.5,8.4,0.0707106781187,2.0,67.6,67.6,67.6,,1.0,18.3,18.3,18.3,,1.0,2016-06-23_break_USGS-13025500
USGS-13016450,2016-05-16,8.6,8.6,8.6,,1.0,,,,,,10.8,10.8,10.8,,1.0,2016-05-16_break_USGS-13016450
USGS-13025500,2016-02-11,8.15,8.2,8.1,0.0707106781187,2.0,68.2,68.2,68.2,,1.0,0.7,0.7,0.7,,1.0,2016-02-11_break_USGS-13025500
USGS-13025500,2016-11-02,,,,,,,,,,,5.3,5.3,5.3,,1.0,2016-11-02_break_USGS-13025500
USGS-13025500,2016-08-17,8.5,8.5,8.5,,1.0,,,,,,16.3,16.3,16.3,,1.0,2016-08-17_break_USGS-13025500
USGS-13018350,2017-06-01,,,,,,,,,,,10.0,11.2,8.8,1.69705627485,2.0,2017-06-01_break_USGS-13018350
USGS-13018350,2017-05-31,,,,,,,,,,,9.8,9.8,9.8,,1.0,2017-05-31_break_USGS-13018350
USGS-432453110465501,2017-05-31,,,,,,,,,,,12.4,14.5,10.3,2.96984848098,2.0,2017-05-31_break_USGS-432453110465501
USGS-432453110465501,2017-06-01,,,,,,,,,,,10.0,10.0,10.0,,1.0,2017-06-01_break_USGS-432453110465501
USGS-13025500,2017-05-24,8.4,8.4,8.4,,1.0,,,,,,12.4,12.4,12.4,,1.0,2017-05-24_break_USGS-13025500
USGS-13025500,2017-10-03,8.8,8.8,8.8,,1.0,,,,,,7.2,7.2,7.2,,1.0,2017-10-03_break_USGS-13025500
USGS-13025500,2017-03-22,8.0,8.0,8.0,,1.0,,,,,,5.1,5.1,5.1,,1.0,2017-03-22_break_USGS-13025500
USGS-13025500,2017-08-08,8.4,8.4,8.4,,1.0,,,,,,14.3,14.3,14.3,,1.0,2017-08-08_break_USGS-13025500
USGS-13018250,2017-05-31,,,,,,,,,,,13.3,13.3,13.3,,1.0,2017-05-31_break_USGS-13018250
USGS-13018250,2017-06-01,,,,,,,,,,,13.4,13.4,13.4,,1.0,2017-06-01_break_USGS-13018250
USGS-13025500,2012-11-30,8.25,8.4,8.1,0.212132034356,2.0,65.1,65.1,65.1,,1.0,4.2,4.2,4.2,,1.0,2012-11-30_break_USGS-13025500
USGS-433302110504701,2009-04-28,8.0,8.0,8.0,,1.0,,,,,,9.1,9.1,9.1,,1.0,2009-04-28_break_USGS-433302110504701
USGS-433117110515101,2009-04-29,8.4,8.4,8.4,,1.0,,,,,,5.8,5.8,5.8,,1.0,2009-04-29_break_USGS-433117110515101
USGS-13016450,2009-04-29,8.8,8.8,8.8,,1.0,,,,,,11.7,11.7,11.7,,1.0,2009-04-29_break_USGS-13016450
USGS-433438110495901,2009-04-30,7.2,7.2,7.2,,1.0,,,,,,6.0,6.0,6.0,,1.0,2009-04-30_break_USGS-433438110495901
USGS-432906110522601,2009-04-30,8.4,8.4,8.4,,1.0,,,,,,7.2,7.2,7.2,,1.0,2009-04-30_break_USGS-432906110522601
USGS-432748110515301,2009-05-01,8.1,8.1,8.1,,1.0,,,,,,4.6,4.6,4.6,,1.0,2009-05-01_break_USGS-432748110515301
USGS-433553110443601,2009-06-18,8.4,8.4,8.4,,1.0,,,,,,10.4,10.4,10.4,,1.0,2009-06-18_break_USGS-433553110443601
USGS-433302110504701,2009-08-17,7.7,7.7,7.7,,1.0,,,,,,13.2,13.2,13.2,,1.0,2009-08-17_break_USGS-433302110504701
USGS-13016450,2009-08-18,8.5,8.5,8.5,,1.0,,,,,,14.3,14.3,14.3,,1.0,2009-08-18_break_USGS-13016450
USGS-432906110522601,2009-08-19,8.6,8.6,8.6,,1.0,,,,,,12.2,12.2,12.2,,1.0,2009-08-19_break_USGS-432906110522601
USGS-432748110515301,2009-08-19,9.0,9.0,9.0,,1.0,,,,,,16.7,16.7,16.7,,1.0,2009-08-19_break_USGS-432748110515301
USGS-433117110515101,2009-08-18,8.1,8.1,8.1,,1.0,,,,,,11.3,11.3,11.3,,1.0,2009-08-18_break_USGS-433117110515101
USGS-433438110495901,2009-08-17,7.9,7.9,7.9,,1.0,,,,,,12.3,12.3,12.3,,1.0,2009-08-17_break_USGS-433438110495901
USGS-432906110522601,2009-10-21,8.7,8.7,8.7,,1.0,,,,,,7.7,7.7,7.7,,1.0,2009-10-21_break_USGS-432906110522601
USGS-432748110515301,2009-10-20,7.7,7.7,7.7,,1.0,,,,,,7.6,7.6,7.6,,1.0,2009-10-20_break_USGS-432748110515301
USGS-13016450,2009-10-21,8.0,8.0,8.0,,1.0,,,,,,6.5,6.5,6.5,,1.0,2009-10-21_break_USGS-13016450
USGS-433438110495901,2009-10-22,7.9,7.9,7.9,,1.0,,,,,,10.9,10.9,10.9,,1.0,2009-10-22_break_USGS-433438110495901
USGS-433302110504701,2009-10-22,7.8,7.8,7.8,,1.0,,,,,,9.3,9.3,9.3,,1.0,2009-10-22_break_USGS-433302110504701
USGS-433117110515101,2009-10-21,8.8,8.8,8.8,,1.0,,,,,,11.1,11.1,11.1,,1.0,2009-10-21_break_USGS-433117110515101
USGS-432748110515301,2011-10-20,8.7,8.7,8.7,,1.0,,,,,,6.4,6.4,6.4,,1.0,2011-10-20_break_USGS-432748110515301
USGS-433302110504701,2011-10-19,7.5,7.5,7.5,,1.0,,,,,,9.5,9.5,9.5,,1.0,2011-10-19_break_USGS-433302110504701
USGS-433117110515101,2011-10-19,8.7,8.7,8.7,,1.0,,,,,,10.8,10.8,10.8,,1.0,2011-10-19_break_USGS-433117110515101
USGS-13016450,2011-10-18,9.1,9.1,9.1,,1.0,,,,,,10.7,10.7,10.7,,1.0,2011-10-18_break_USGS-13016450
USGS-433234110512601,2011-10-17,8.5,8.5,8.5,,1.0,,,,,,5.0,5.0,5.0,,1.0,2011-10-17_break_USGS-433234110512601
USGS-433247110491701,2011-10-20,8.9,8.9,8.9,,1.0,,,,,,7.5,7.5,7.5,,1.0,2011-10-20_break_USGS-433247110491701
USGS-432906110522601,2011-10-18,8.5,8.5,8.5,,1.0,,,,,,6.7,6.7,6.7,,1.0,2011-10-18_break_USGS-432906110522601
USGS-433421110474101,2011-10-20,8.9,8.9,8.9,,1.0,,,,,,8.0,8.0,8.0,,1.0,2011-10-20_break_USGS-433421110474101
USGS-433438110495901,2011-10-17,8.2,8.2,8.2,,1.0,,,,,,11.4,11.4,11.4,,1.0,2011-10-17_break_USGS-433438110495901
USGS-433234110512601,2011-04-27,8.5,8.5,8.5,,1.0,,,,,,3.7,3.7,3.7,,1.0,2011-04-27_break_USGS-433234110512601
USGS-13016450,2011-04-27,8.6,8.6,8.6,,1.0,,,,,,6.3,6.3,6.3,,1.0,2011-04-27_break_USGS-13016450
USGS-432748110515301,2011-04-28,8.3,8.3,8.3,,1.0,,,,,,6.4,6.4,6.4,,1.0,2011-04-28_break_USGS-432748110515301
USGS-432906110522601,2011-04-27,8.5,8.5,8.5,,1.0,,,,,,10.2,10.2,10.2,,1.0,2011-04-27_break_USGS-432906110522601
USGS-433421110474101,2011-04-28,7.9,7.9,7.9,,1.0,,,,,,6.1,6.1,6.1,,1.0,2011-04-28_break_USGS-433421110474101
USGS-433438110495901,2011-04-25,7.6,7.6,7.6,,1.0,,,,,,7.5,7.5,7.5,,1.0,2011-04-25_break_USGS-433438110495901
USGS-433247110491701,2011-04-25,9.0,9.0,9.0,,1.0,,,,,,11.6,11.6,11.6,,1.0,2011-04-25_break_USGS-433247110491701
USGS-433117110515101,2011-04-26,8.5,8.5,8.5,,1.0,,,,,,8.9,8.9,8.9,,1.0,2011-04-26_break_USGS-433117110515101
USGS-433302110504701,2011-04-26,8.2,8.2,8.2,,1.0,,,,,,8.4,8.4,8.4,,1.0,2011-04-26_break_USGS-433302110504701
USGS-433553110443601,2011-06-08,8.35,8.4,8.3,0.0707106781187,2.0,35.8,35.8,35.8,,1.0,10.5,10.5,10.5,,1.0,2011-06-08_break_USGS-433553110443601
1119USBR_WQX-PAL008,2016-08-16,8.1,8.1,8.1,,1.0,39.5,39.5,39.5,,1.0,,,,,,2016-08-16_break_1119USBR_WQX-PAL008
1119USBR_WQX-JAC101,2017-06-21,7.9,7.9,7.9,0.0,2.0,14.6,14.6,14.6,,1.0,12.1,12.1,12.1,,1.0,2017-06-21_break_1119USBR_WQX-JAC101
USGS-432906110522601,2011-08-25,8.3,8.3,8.3,,1.0,,,,,,12.4,12.4,12.4,,1.0,2011-08-25_break_USGS-432906110522601
USGS-432748110515301,2011-08-26,8.2,8.2,8.2,,1.0,,,,,,11.8,11.8,11.8,,1.0,2011-08-26_break_USGS-432748110515301
USGS-13016450,2011-08-25,8.4,8.4,8.4,,1.0,,,,,,15.5,15.5,15.5,,1.0,2011-08-25_break_USGS-13016450
USGS-433302110504701,2011-08-24,7.6,7.6,7.6,,1.0,,,,,,12.6,12.6,12.6,,1.0,2011-08-24_break_USGS-433302110504701
USGS-433117110515101,2011-08-24,8.3,8.3,8.3,,1.0,,,,,,14.6,14.6,14.6,,1.0,2011-08-24_break_USGS-433117110515101
USGS-13016450,2010-08-11,8.4,8.7,7.8,0.368781778292,6.0,,,,,,14.5833333333,16.1,12.8,1.24646165872,6.0,2010-08-11_break_USGS-13016450
USGS-13016450,2010-08-12,7.83333333333,8.3,7.7,0.242212028328,6.0,,,,,,10.9333333333,11.9,10.2,0.653197264742,6.0,2010-08-12_break_USGS-13016450
USGS-432748110515301,2010-08-10,8.8,8.8,8.8,,1.0,,,,,,16.6,16.6,16.6,,1.0,2010-08-10_break_USGS-432748110515301
USGS-13011000,2018-08-14,8.2,8.2,8.2,,1.0,15.8,15.8,15.8,,1.0,17.8,17.8,17.8,,1.0,2018-08-14_break_USGS-13011000
USGS-433438110495901,2010-08-13,6.8,6.8,6.8,,1.0,,,,,,11.1,11.1,11.1,,1.0,2010-08-13_break_USGS-433438110495901
USGS-433302110504701,2010-08-10,7.8,7.8,7.8,,1.0,,,,,,14.0,14.0,14.0,,1.0,2010-08-10_break_USGS-433302110504701
USGS-432906110522601,2010-08-11,8.2,8.2,8.2,,1.0,,,,,,12.0,12.0,12.0,,1.0,2010-08-11_break_USGS-432906110522601
USGS-433117110515101,2010-10-20,,,,,,,,,,,11.6,11.6,11.6,,1.0,2010-10-20_break_USGS-433117110515101
USGS-433302110504701,2010-10-19,8.4,8.4,8.4,,1.0,,,,,,13.1,13.1,13.1,,1.0,2010-10-19_break_USGS-433302110504701
USGS-432748110515301,2010-04-28,8.7,8.7,8.7,,1.0,,,,,,8.7,8.7,8.7,,1.0,2010-04-28_break_USGS-432748110515301
USGS-432906110522601,2010-04-28,8.4,8.4,8.4,,1.0,,,,,,5.7,5.7,5.7,,1.0,2010-04-28_break_USGS-432906110522601
USGS-440653110411201,2018-09-26,8.1,8.3,7.9,0.282842712475,2.0,9.43,9.43,9.43,,1.0,45.6,45.6,45.6,,1.0,2018-09-26_break_USGS-440653110411201
USGS-13032500,2018-07-18,7.9,7.9,7.9,,1.0,31.8,31.8,31.8,,1.0,13.1,13.1,13.1,,1.0,2018-07-18_break_USGS-13032500
USGS-13032500,2018-09-18,8.3,8.3,8.3,,1.0,42.2,42.2,42.2,,1.0,15.9,15.9,15.9,,1.0,2018-09-18_break_USGS-13032500
USGS-13032500,2018-08-14,8.1,8.1,8.1,,1.0,37.0,37.0,37.0,,1.0,15.1,15.1,15.1,,1.0,2018-08-14_break_USGS-13032500
USGS-432211110264402,2018-09-25,8.1,8.3,7.9,0.282842712475,2.0,30.8,30.8,30.8,,1.0,36.6,36.6,36.6,,1.0,2018-09-25_break_USGS-432211110264402
USGS-13032500,2018-07-30,8.0,8.0,8.0,,1.0,35.7,35.7,35.7,,1.0,14.4,14.4,14.4,,1.0,2018-07-30_break_USGS-13032500
USGS-13032500,2018-06-04,7.5,7.5,7.5,,1.0,37.7,37.7,37.7,,1.0,9.6,9.6,9.6,,1.0,2018-06-04_break_USGS-13032500
USGS-13011000,2018-06-04,7.6,7.6,7.6,,1.0,15.3,15.3,15.3,,1.0,9.8,9.8,9.8,,1.0,2018-06-04_break_USGS-13011000
USGS-13011000,2018-07-18,7.7,7.7,7.7,,1.0,15.3,15.3,15.3,,1.0,16.3,16.3,16.3,,1.0,2018-07-18_break_USGS-13011000
USGS-440653110411201,2018-07-18,7.85,8.1,7.6,0.353553390593,2.0,8.63,8.63,8.63,,1.0,45.5,45.5,45.5,,1.0,2018-07-18_break_USGS-440653110411201
USGS-432211110264402,2018-07-17,8.05,8.1,8.0,0.0707106781187,2.0,30.4,30.4,30.4,,1.0,34.0,34.0,34.0,,1.0,2018-07-17_break_USGS-432211110264402
USGS-433302110504701,2010-04-26,8.2,8.2,8.2,,1.0,,,,,,9.0,9.0,9.0,,1.0,2010-04-26_break_USGS-433302110504701
USGS-433117110515101,2010-04-27,8.5,8.5,8.5,,1.0,,,,,,10.7,10.7,10.7,,1.0,2010-04-27_break_USGS-433117110515101
USGS-13016450,2010-04-27,8.7,8.7,8.7,,1.0,,,,,,8.4,8.4,8.4,,1.0,2010-04-27_break_USGS-13016450
USGS-433438110495901,2010-10-21,7.6,7.6,7.6,,1.0,,,,,,11.5,11.5,11.5,,1.0,2010-10-21_break_USGS-433438110495901
USGS-13016450,2010-10-21,7.1,7.1,7.1,,1.0,,,,,,6.3,6.3,6.3,,1.0,2010-10-21_break_USGS-13016450
USGS-432906110522601,2010-10-20,8.4,8.4,8.4,,1.0,,,,,,5.5,5.5,5.5,,1.0,2010-10-20_break_USGS-432906110522601
USGS-432748110515301,2010-10-21,8.7,8.7,8.7,,1.0,,,,,,7.5,7.5,7.5,,1.0,2010-10-21_break_USGS-432748110515301
USGS-440653110411201,2019-03-12,7.9,8.4,7.4,0.707106781187,2.0,8.92,8.92,8.92,,1.0,42.4,42.4,42.4,,1.0,2019-03-12_break_USGS-440653110411201
USGS-13025500,2019-02-11,8.2,8.2,8.2,,1.0,,,,,,,,,,,2019-02-11_break_USGS-13025500
USGS-13025500,2018-11-07,8.2,8.2,8.2,,1.0,,,,,,,,,,,2018-11-07_break_USGS-13025500
USGS-13025500,2018-07-18,8.4,8.4,8.4,,1.0,,,,,,,,,,,2018-07-18_break_USGS-13025500
USGS-13011000,2018-07-30,8.0,8.0,8.0,,1.0,15.3,15.3,15.3,,1.0,17.2,17.2,17.2,,1.0,2018-07-30_break_USGS-13011000
USGS-13011000,2018-05-21,7.8,7.8,7.8,,1.0,16.0,16.0,16.0,,1.0,8.3,8.3,8.3,,1.0,2018-05-21_break_USGS-13011000
USGS-432211110264402,2018-03-20,8.15,8.2,8.1,0.0707106781187,2.0,30.4,30.4,30.4,,1.0,38.2,38.2,38.2,,1.0,2018-03-20_break_USGS-432211110264402
USGS-440653110411201,2018-03-21,8.0,8.2,7.8,0.282842712475,2.0,9.66,9.66,9.66,,1.0,41.9,41.9,41.9,,1.0,2018-03-21_break_USGS-440653110411201
USGS-13032500,2018-05-21,8.2,8.2,8.2,,1.0,44.6,44.6,44.6,,1.0,8.6,8.6,8.6,,1.0,2018-05-21_break_USGS-13032500
USGS-13011000,2018-09-18,8.2,8.2,8.2,,1.0,15.4,15.4,15.4,,1.0,14.8,14.8,14.8,,1.0,2018-09-18_break_USGS-13011000
1119USBR_WQX-JAC101,2014-06-25,7.185,7.37,7.0,0.261629509039,2.0,13.2,13.2,13.2,,1.0,11.7,11.7,11.7,,1.0,2014-06-25_break_1119USBR_WQX-JAC101
11NPSWRD_WQX-GRTE_SNR01,2014-04-16,8.01,8.01,8.01,,1.0,16.25,17.3,15.2,1.48492424049,2.0,2.88,2.88,2.88,,1.0,2014-04-16_break_11NPSWRD_WQX-GRTE_SNR01
USGS-13025500,2018-03-20,8.5,8.5,8.5,,1.0,,,,,,4.2,4.2,4.2,,1.0,2018-03-20_break_USGS-13025500
